"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL382817";"";"None";"435.52";"0";"4.86";"38";"O=c1[nH]sc2c1c(=O)c1cc(F)c(-c3ccc(C4CCCCN4)cc3)cc1n2C1CC1";"IC50";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"13.78";"0.26";"1.14";"8.97";"0";"CHEMBL863775";"Inhibitory activity against wild type Escherichia coli gyrase";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1139657";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"1.0"
"CHEMBL203002";"";"None";"382.42";"0";"3.54";"25";"O=c1[nH]sc2c1c(=O)c1cc(F)c(-c3ccc(CO)cc3)cc1n2C1CC1";"IC50";"'='";"900.0";"nM";"6.05";"";"";"UO_0000065";"15.81";"0.31";"2.51";"8.05";"0";"CHEMBL863775";"Inhibitory activity against wild type Escherichia coli gyrase";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1139657";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"0.9"
"CHEMBL331987";"";"None";"403.45";"0";"2.75";"13E";"CC[C@@H]1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2OC)C[C@H]1N";"IC50";"'='";"3.2";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL686742";"Inhibition of Wild Type DNA gyrase Supercoiling Activity in Escherichia coli";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1145050";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";"";"3.2"
"CHEMBL267648";"PEFLOXACIN";"2.0";"333.36";"0";"1.61";"1d";"CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21";"IC50";"'='";"5.5";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL688001";"Inhibitory concentration in supercoiling inhibition Escherichia coli DNA gyrase assay";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1123417";"1";"Scientific Literature";"J Med Chem";"1986";"None";"";"";"";"5.5"
"CHEMBL6231";"AMIFLOXACIN";"2.0";"334.35";"0";"0.76";"1e";"CNn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21";"IC50";"'='";"6.3";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL688001";"Inhibitory concentration in supercoiling inhibition Escherichia coli DNA gyrase assay";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1123417";"1";"Scientific Literature";"J Med Chem";"1986";"None";"";"";"";"6.3"
"CHEMBL160302";"";"None";"404.42";"0";"2.23";"23";"Nc1c(F)c(N2CC3CCCC2CN3)c(F)c2c1c(=O)c(C(=O)O)cn2C1CC1";"IC50";"'='";"0.9";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL657329";"Compound evaluated in vitro for the ability to inhibit gyrase.";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1125245";"1";"Scientific Literature";"J Med Chem";"1991";"None";"";"";"";"0.9"
"CHEMBL348355";"";"None";"400.45";"0";"2.68";"38";"CCN[C@@H]1C[C@H]2CC[C@@H](C1)N2c1nc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1";"IC50";"'='";"6.3";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL657329";"Compound evaluated in vitro for the ability to inhibit gyrase.";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1125245";"1";"Scientific Literature";"J Med Chem";"1991";"None";"";"";"";"6.3"
"CHEMBL287262";"";"None";"541.60";"1";"2.26";"4b";"CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(N4CCNCC4)cc(=O)oc3c2C)OC1(C)C";"IC50";"'='";"0.125";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL687256";"Inhibitory activity against Escherichia coli DNA gyrase";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1134088";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";"";"0.125"
"CHEMBL120948";"";"None";"389.88";"0";"3.25";"15E";"CC[C@@H]1CCN(c2ccc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C[C@H]1N";"IC50";"'='";"1.6";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL686742";"Inhibition of Wild Type DNA gyrase Supercoiling Activity in Escherichia coli";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1145050";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";"";"1.6"
"CHEMBL3329316";"";"None";"377.41";"0";"3.01";"87";"CCNC(=O)Nc1cc(Nc2cccnc2)c(C(=O)Nc2cccnc2)cn1";"IC50";"'='";"93.0";"nM";"7.03";"";"";"UO_0000065";"18.63";"0.34";"4.02";"5.81";"0";"CHEMBL3373164";"Inhibition of Escherichia coli GyrB A2B2 subunits assessed reduction in DNA supercoiling activity by malachite green dye based by spectrophotometry";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL3351278";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";"";"";"";"0.093"
"CHEMBL3329300";"";"None";"395.85";"0";"4.19";"70";"CCNC(=O)Nc1cc(-c2cccnc2)c(C(=O)Nc2cccc(Cl)c2)cn1";"IC50";"'='";"3020.0";"nM";"5.52";"";"";"UO_0000065";"13.94";"0.27";"1.33";"5.75";"0";"CHEMBL3373164";"Inhibition of Escherichia coli GyrB A2B2 subunits assessed reduction in DNA supercoiling activity by malachite green dye based by spectrophotometry";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL3351278";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";"";"";"";"3.02"
"CHEMBL3329280";"";"None";"327.34";"0";"1.57";"18";"CCNC(=O)Nc1ccc(C(=O)Nc2cccc(C(N)=O)c2)cn1";"IC50";"'='";"24500.0";"nM";"4.61";"";"";"UO_0000065";"14.09";"0.26";"3.04";"3.65";"0";"CHEMBL3373164";"Inhibition of Escherichia coli GyrB A2B2 subunits assessed reduction in DNA supercoiling activity by malachite green dye based by spectrophotometry";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL3351278";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";"";"";"";"24.5"
"CHEMBL4";"OFLOXACIN";"4.0";"361.37";"0";"1.54";"2";"CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23";"IC50";"'='";"1.75";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL687258";"In vitro antibacterial activity was determined as inhibitory concentration causing 50% DNA-gyrase supercoiling inhibition (SCI)";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1127182";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1993";"None";"";"";"";"1.75"
"CHEMBL309936";"";"None";"284.27";"0";"2.88";"5i";"COc1cccc(-c2cc(=O)c3c(O)cc(O)cc3o2)c1";"IC50";"'>'";"500.0";"ug.mL-1";"";"Outside typical range";"";"UO_0000274";"";"";"";"";"0";"CHEMBL687258";"In vitro antibacterial activity was determined as inhibitory concentration causing 50% DNA-gyrase supercoiling inhibition (SCI)";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1127182";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1993";"None";"";"";"";"500.0"
"CHEMBL6338";"";"None";"260.20";"0";"1.77";"8a";"O=c1oc2c(O)c(O)ccc2c2cc(O)c(O)cc12";"IC50";"'='";"130.0";"ug.mL-1";"";"Outside typical range";"";"UO_0000274";"";"";"";"";"0";"CHEMBL658170";"Inhibition of DNA gyrase supercoiling in Escherichia coli.";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1130981";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1998";"None";"";"";"";"130.0"
"CHEMBL2110220";"";"None";"359.40";"0";"2.35";"31F-R,S";"C[C@@H](N)[C@H]1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1";"IC50";"'='";"0.5";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL875378";"Inhibition against DNA gyrase";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1126988";"1";"Scientific Literature";"J Med Chem";"1993";"None";"";"";"";"0.5"
"CHEMBL68262";"IRLOXACIN";"2.0";"300.29";"0";"2.65";"1t";"CCn1cc(C(=O)O)c(=O)c2cc(F)c(-n3cccc3)cc21";"IC50";"'='";"28.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL688001";"Inhibitory concentration in supercoiling inhibition Escherichia coli DNA gyrase assay";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1123417";"1";"Scientific Literature";"J Med Chem";"1986";"None";"";"";"";"28.0"
"CHEMBL5406123";"";"None";"570.63";"1";"0.93";"1g";"CS(=O)(=O)NCCOc1cc(C#N)c2c(c1)CC(CNCCC1CN(c3ccc4c(n3)NC(=O)CO4)C(=O)O1)C2";"IC50";"'='";"26.0";"nM";"7.58";"";"";"UO_0000065";"13.29";"0.26";"6.66";"4.41";"0";"CHEMBL5393311";"Inhibition of Escherichia coli DNA gyrase incubated for 80 mins by Transcreener ADP2 FI assay";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL5390317";"1";"Scientific Literature";"ACS Med Chem Lett";"2023";"None";"TIME = 1.333 hr";"INHIBITOR";"";"0.026"
"CHEMBL4873479";"";"None";"491.38";"0";"4.48";"1";"COc1ccc2nccc(CCN3CCC(NCc4cc(F)c(Br)c(F)c4)CC3)c2n1";"IC50";"'='";"87.0";"nM";"7.06";"";"";"UO_0000065";"14.37";"0.31";"2.58";"14.04";"0";"CHEMBL5387418";"Inhibition of Escherichia coli DNA gyrase supercoiling incubated for 30 mins in presence of ATP";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL5385870";"1";"Scientific Literature";"Eur J Med Chem";"2023";"None";"TIME = 0.5 hr";"INHIBITOR";"";"0.087"
"CHEMBL3908487";"";"None";"488.12";"0";"3.42";"61";"O=C(O)C(=O)Nc1ccc2nc(NC(=O)c3cc(Br)c(Br)[nH]3)sc2c1";"IC50";"'='";"58.0";"nM";"7.24";"";"";"UO_0000065";"14.83";"0.40";"3.82";"5.83";"1";"CHEMBL5234501";"Inhibition of Escherichia coli DNA gyrase";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL5233247";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"";"INHIBITOR";"";"58.0"
"CHEMBL330372";"";"None";"333.44";"0";"4.12";"1";"c1ccc(COc2ccc(-c3cc(C4CCNCC4)[nH]n3)cc2)cc1";"IC50";"'>'";"128.0";"ug.mL-1";"";"Outside typical range";"";"UO_0000274";"";"";"";"";"0";"CHEMBL657333";"Iinhibitory activity against Escherichia coli DNA gyrase";"F";"BAO_0000019";"assay format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1148360";"1";"Scientific Literature";"J Med Chem";"2004";"None";"";"";"";"128.0"
"CHEMBL5080786";"";"None";"627.06";"1";"4.24";"3e";"O=C(O)c1cn(C2CC2)c2cc(N3CCN(/N=N/c4ccc(S(=O)(=O)Nc5cncc(Cl)n5)cc4)CC3)c(F)cc2c1=O";"IC50";"'='";"13000.0";"nM";"4.89";"";"";"UO_0000065";"7.79";"0.16";"0.65";"3.01";"0";"CHEMBL5041012";"Inhibition of Escherichia coli DNA gyrase supercoiling activity using pBR322 as substrate incubated for 30 mins by fluorimetric assay";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL5038626";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"TIME = 0.5 hr";"INHIBITOR";"";"13.0"
"CHEMBL5084320";"";"None";"556.58";"1";"1.96";"3f";"NC(N)=NS(=O)(=O)c1ccc(/N=N/N2CCN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4C3CC3)CC2)cc1";"IC50";"'='";"770.0";"nM";"6.11";"";"";"UO_0000065";"10.98";"0.21";"4.15";"3.23";"0";"CHEMBL5041012";"Inhibition of Escherichia coli DNA gyrase supercoiling activity using pBR322 as substrate incubated for 30 mins by fluorimetric assay";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL5038626";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"TIME = 0.5 hr";"INHIBITOR";"";"0.77"
"CHEMBL5085647";"";"None";"624.65";"1";"3.03";"5c";"Cc1cc(NS(=O)(=O)c2ccc(NC(=O)CN3CCN(c4cc5c(cc4F)c(=O)c(C(=O)O)cn5C4CC4)CC3)cc2)no1";"IC50";"'='";"1330.0";"nM";"5.88";"";"";"UO_0000065";"9.41";"0.18";"2.85";"3.52";"0";"CHEMBL5041012";"Inhibition of Escherichia coli DNA gyrase supercoiling activity using pBR322 as substrate incubated for 30 mins by fluorimetric assay";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL5038626";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"TIME = 0.5 hr";"INHIBITOR";"";"1.33"
"CHEMBL36506";"NOVOBIOCIN";"4.0";"612.63";"2";"3.63";"novobiocin";"CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C";"IC50";"'='";"500.0";"nM";"6.30";"";"";"UO_0000065";"10.29";"0.20";"2.67";"3.15";"0";"CHEMBL5253304";"Inhibition of Escherichia coli DNA gyrase supercoiling activity";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL5252521";"1";"Scientific Literature";"Bioorg Med Chem";"2016";"None";"";"INHIBITOR";"";"0.5"
"CHEMBL5268060";"";"None";"927.87";"3";"4.08";"Kibdelomycin A";"C=C1CC[C@@H](O[C@H]2C[C@@](O)([C@H](C)NC(=O)c3[nH]cc(Cl)c3Cl)[C@H](O)[C@@H](C)O2)[C@@H]2CC[C@H](C)[C@H](/C(O)=C3\C(=O)[C@H](C(C)C)N([C@@H]4O[C@@H](C)[C@@H](OC(N)=O)[C@@H](OC(C)=O)[C@H]4OC)C3=O)[C@@H]12";"IC50";"'='";"50.0";"nM";"7.30";"";"";"UO_0000065";"7.87";"0.16";"3.22";"2.82";"0";"CHEMBL5253310";"Inhibition of Escherichia coli DNA gyrase supercoiling activity using relaxed pBR322 DNA as substrate after 30 mins by fluorescence assay";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL5252521";"1";"Scientific Literature";"Bioorg Med Chem";"2016";"None";"TIME = 0.5 hr";"INHIBITOR";"";"0.05"
"CHEMBL5410417";"";"None";"408.46";"0";"2.13";"18a";"O=C1COc2ccc(N3CC(CCNCC4Cc5ccccc5C4)OC3=O)nc2N1";"IC50";"'='";"180.0";"nM";"6.75";"";"";"UO_0000065";"16.51";"0.31";"4.61";"7.27";"0";"CHEMBL5323634";"Inhibition of Escherichia coli DNA gyrase ATPase activity incubated for 80 mins";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL5321266";"1";"Scientific Literature";"ACS Med Chem Lett";"2023";"None";"TIME = 1.333 hr";"INHIBITOR";"";"0.18"
"CHEMBL5422268";"";"None";"426.45";"0";"2.41";"19b";"O=C1COc2ccc(N3CC(CCCNC4Cc5cccc(F)c5C4)OC3=O)nc2N1";"IC50";"'='";"120.0";"nM";"6.92";"";"";"UO_0000065";"16.23";"0.30";"4.51";"7.46";"0";"CHEMBL5323634";"Inhibition of Escherichia coli DNA gyrase ATPase activity incubated for 80 mins";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL5321266";"1";"Scientific Literature";"ACS Med Chem Lett";"2023";"None";"TIME = 1.333 hr";"INHIBITOR";"";"0.12"
"CHEMBL5409784";"";"None";"433.47";"0";"2.15";"19e";"N#Cc1cccc2c1CC(NCCCC1CN(c3ccc4c(n3)NC(=O)CO4)C(=O)O1)C2";"IC50";"'='";"57.0";"nM";"7.24";"";"";"UO_0000065";"16.71";"0.31";"5.09";"6.21";"0";"CHEMBL5323634";"Inhibition of Escherichia coli DNA gyrase ATPase activity incubated for 80 mins";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL5321266";"1";"Scientific Literature";"ACS Med Chem Lett";"2023";"None";"TIME = 1.333 hr";"INHIBITOR";"";"0.057"
"CHEMBL8";"CIPROFLOXACIN";"4.0";"331.35";"0";"1.58";"cipro, cip.";"O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O";"IC50";"'='";"5.3";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"1";"CHEMBL658171";"Inhibition of the gyrase mediated cleavage of supercoiled DNA";"F";"BAO_0000019";"assay format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1126729";"1";"Scientific Literature";"J Med Chem";"1993";"None";"";"";"";"5.3"
"CHEMBL100214";"";"None";"409.53";"1";"5.19";"17";"CCOC(=O)CCCNc1[nH]nc2cccc(OCc3ccc(C(C)(C)C)cc3)c12";"IC50";"'='";"16.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL657334";"Inhibitory activity against Escherichia coli DNA gyrase";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1146758";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"16.0"
"CHEMBL15549";"";"None";"349.34";"0";"1.72";"1h";"O=C(O)c1cn(C2CC2)c2c(F)c(N3CCNCC3)c(F)cc2c1=O";"IC50";"'='";"2.8";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL686626";"50% inhibitory concentration against DNA-gyrase";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1124255";"1";"Scientific Literature";"J Med Chem";"1988";"None";"";"";"";"2.8"
"CHEMBL416273";"";"None";"356.43";"0";"1.68";"7b";"Cc1c(N2CCN(C)CC2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12";"IC50";"'='";"3.8";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL686745";"Inhibitory effect against Escherichia coli Gyrase in Supercoiling assay";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1129595";"1";"Scientific Literature";"J Med Chem";"1996";"None";"";"";"";"3.8"
"CHEMBL123246";"";"None";"375.40";"0";"2.11";"13H";"COc1c(N2CCC[C@H](N)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12";"IC50";"'='";"1.6";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL686742";"Inhibition of Wild Type DNA gyrase Supercoiling Activity in Escherichia coli";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1145050";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";"";"1.6"
"CHEMBL75267";"7,8-DIHYDROXYFLAVONE";"None";"254.24";"0";"2.87";"5n";"O=c1cc(-c2ccccc2)oc2c(O)c(O)ccc12";"IC50";"'='";"89.2";"ug.mL-1";"";"Outside typical range";"";"UO_0000274";"";"";"";"";"0";"CHEMBL687258";"In vitro antibacterial activity was determined as inhibitory concentration causing 50% DNA-gyrase supercoiling inhibition (SCI)";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1127182";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1993";"None";"";"";"";"89.2"
"CHEMBL278255";"CLINAFLOXACIN";"2.0";"365.79";"0";"2.36";"Clinafloxacin";"NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1";"IC50";"'='";"1.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL686741";"Inhibition of Quinolone resistant gyrase Supercoiling Activity in Escherichia coli";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1145050";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";"";"1.0"
"CHEMBL159188";"";"None";"376.36";"0";"1.45";"8";"Nc1c(F)c(N2C[C@H]3CC2CN3)c(F)c2c1c(=O)c(C(=O)O)cn2C1CC1";"IC50";"'='";"13.8";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL657329";"Compound evaluated in vitro for the ability to inhibit gyrase.";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1125245";"1";"Scientific Literature";"J Med Chem";"1991";"None";"";"";"";"13.8"
"CHEMBL126";"LINEZOLID";"4.0";"337.35";"0";"1.12";"Linezolid";"CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1";"IC50";"";"";"nM";"";"";"Not Determined";"UO_0000065";"";"";"";"";"0";"CHEMBL658169";"Inhibitory activity against Escherichia coli DNA gyrase in supercoiling assay; Not tested";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1146637";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";""
"CHEMBL32662";"";"None";"618.69";"2";"3.57";"4a";"CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(N4CCN(c5ccccn5)CC4)cc(=O)oc3c2C)OC1(C)C";"IC50";"'='";"1.1";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL687256";"Inhibitory activity against Escherichia coli DNA gyrase";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1134088";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";"";"1.1"
